,Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Expected Lifetime (yrs.)
4322,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4323,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4324,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4325,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4326,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4327,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4328,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4329,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4330,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4331,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4332,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4333,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4334,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4335,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4336,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4337,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4338,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4339,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4340,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4341,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4342,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4343,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4344,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4345,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4346,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4347,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4348,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4349,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4350,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4351,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4352,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4353,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4354,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4355,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4356,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4357,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4358,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4359,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4360,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4361,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4362,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4363,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4364,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4365,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4366,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4367,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4368,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4369,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4370,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4371,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4372,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4373,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4374,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4375,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4376,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4377,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4378,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4379,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4380,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4381,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4382,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4383,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4384,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4385,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4386,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4387,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4388,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4389,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4390,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4391,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4392,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4393,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4394,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4395,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4396,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4397,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4398,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4399,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4400,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4401,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4402,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4403,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4404,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4405,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4406,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4407,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4408,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4409,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4410,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4411,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4412,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4413,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4414,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4415,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4416,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4417,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4418,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4419,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4420,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4421,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4422,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4423,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4424,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4425,548.0,561.0,0.000939,53.0,95.6,260.0,4.0
4426,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4427,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4428,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4429,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4430,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4431,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4432,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4433,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4434,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4435,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4436,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4437,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4438,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4439,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4440,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4441,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4442,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4443,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4444,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4445,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4446,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4447,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4448,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4449,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4450,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4451,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4452,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4453,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4454,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4455,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4456,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4457,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4458,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4459,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4460,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4461,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4462,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4463,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4464,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4465,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4466,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4467,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4468,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4469,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4470,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4471,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4472,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4473,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4474,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4475,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4476,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4477,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4478,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4479,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4480,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4481,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4482,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4483,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4484,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4485,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4486,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4487,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4488,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4489,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4490,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4491,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4492,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4493,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4494,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4495,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4496,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4497,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4498,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4499,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4500,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4501,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4502,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4503,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4504,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4505,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4506,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4507,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4508,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4509,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4510,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4511,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4512,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4513,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4514,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4515,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4516,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4517,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4518,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4519,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4520,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4521,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4522,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4523,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4524,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4525,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4526,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4527,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4528,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4529,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4530,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4531,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4532,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4533,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4534,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4535,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4536,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4537,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4538,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4539,564.0,582.0,0.0013,53.0,95.6,260.0,4.0
4540,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4541,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4542,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4543,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4544,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4545,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4546,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4547,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4548,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4549,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4550,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4551,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4552,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4553,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4554,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4555,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4556,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4557,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4558,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4559,564.0,582.0,0.0013,53.0,95.6,260.0,4.0
4560,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4561,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4562,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4563,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4564,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4565,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4566,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4567,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4568,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4569,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4570,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4571,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4572,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4573,260.0,280.0,0.00151,53.0,95.6,260.0,4.0
4574,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4575,564.0,582.0,0.0013,53.0,95.6,260.0,4.0
4576,564.0,582.0,0.0013,53.0,95.6,260.0,4.0
4577,258.0,280.0,0.00166,53.0,95.6,260.0,4.0
4578,515.0,536.0,0.00152,97.5,95.1,260.0,4.0
4579,360.0,363.0,0.000223,43.0,91.6,800.0,5.4
4580,360.0,363.0,0.000223,43.0,91.6,800.0,5.4
4581,515.0,536.0,0.00152,97.5,95.1,260.0,4.0
4582,360.0,363.0,0.000223,43.0,91.6,800.0,5.4
4583,360.0,363.0,0.000223,43.0,91.6,800.0,5.4
4584,360.0,363.0,0.000223,43.0,91.6,800.0,5.4
4585,360.0,363.0,0.000223,43.0,91.6,800.0,5.4
4586,360.0,363.0,0.000223,43.0,91.6,800.0,5.4
4587,360.0,363.0,0.000223,43.0,91.6,800.0,5.4
4588,345.0,352.0,0.000521,43.0,91.6,750.0,5.4
4589,515.0,536.0,0.00152,97.5,95.1,260.0,4.0
4590,360.0,363.0,0.000223,43.0,91.6,800.0,5.4
4591,360.0,363.0,0.000223,43.0,91.6,800.0,5.4
4592,360.0,363.0,0.000223,43.0,91.6,800.0,5.4
4593,360.0,363.0,0.000223,43.0,91.6,800.0,5.4
4594,360.0,363.0,0.000223,43.0,91.6,800.0,5.4
4595,360.0,363.0,0.000223,43.0,91.6,800.0,5.4
4596,360.0,363.0,0.000223,43.0,91.6,800.0,5.4
4597,360.0,363.0,0.000223,43.0,91.6,800.0,5.4
4598,360.0,363.0,0.000223,43.0,91.6,800.0,5.4
4599,360.0,363.0,0.000223,43.0,91.6,800.0,5.4
4600,360.0,363.0,0.000223,43.0,91.6,800.0,5.4
4601,345.0,352.0,0.000521,43.0,91.6,750.0,5.4
4602,345.0,352.0,0.000521,43.0,91.6,750.0,5.4
4603,345.0,352.0,0.000521,43.0,91.6,750.0,5.4
4604,345.0,352.0,0.000521,43.0,91.6,750.0,5.4
4605,345.0,352.0,0.000521,43.0,91.6,750.0,5.4
4606,345.0,352.0,0.000521,43.0,91.6,750.0,5.4
4607,345.0,352.0,0.000521,43.0,91.6,750.0,5.4
4608,345.0,352.0,0.000521,43.0,91.6,750.0,5.4
4609,345.0,352.0,0.000521,43.0,91.6,750.0,5.4
4610,345.0,352.0,0.000521,43.0,91.6,750.0,5.4
4611,345.0,352.0,0.000521,43.0,91.6,750.0,5.4
4612,345.0,352.0,0.000521,43.0,91.6,750.0,5.4
4613,345.0,352.0,0.000521,43.0,91.6,750.0,5.4
4614,345.0,352.0,0.000521,43.0,91.6,750.0,5.4
4615,345.0,352.0,0.000521,43.0,91.6,750.0,5.4
4616,345.0,352.0,0.000521,43.0,91.6,750.0,5.4
4617,345.0,352.0,0.000521,43.0,91.6,750.0,5.4
4618,345.0,352.0,0.000521,43.0,91.6,750.0,5.4
4619,345.0,352.0,0.000521,43.0,91.6,750.0,5.4
4620,345.0,352.0,0.000521,43.0,91.6,750.0,5.4
4621,358.0,362.0,0.000297,70.0,91.8,260.0,4.0
4622,358.0,362.0,0.000297,70.0,91.8,260.0,4.0
4623,348.0,352.0,0.000298,53.2,91.5,260.0,4.0
4624,358.0,362.0,0.000297,70.0,91.8,260.0,4.0
4625,570.0,575.0,0.00036,70.0,91.8,260.0,4.0
4626,358.0,362.0,0.000297,70.0,91.8,260.0,4.0
4627,358.0,362.0,0.000297,70.0,91.8,260.0,4.0
4628,348.0,352.0,0.000298,53.2,91.6,260.0,4.0
4629,358.0,362.0,0.000297,70.0,91.8,260.0,4.0
4630,358.0,362.0,0.000297,70.0,91.7,260.0,4.0
4631,570.0,575.0,0.00036,70.0,96.1,260.0,4.0
4632,570.0,575.0,0.00036,70.0,96.1,260.0,4.0
4633,358.0,362.0,0.000297,70.0,96.1,260.0,4.0
4634,358.0,362.0,0.000297,70.0,91.8,260.0,4.0
4635,570.0,575.0,0.00036,70.0,96.1,260.0,4.0
4636,358.0,362.0,0.000297,70.0,91.8,260.0,4.0
4637,570.0,575.0,0.00036,70.0,96.1,260.0,4.0
4638,570.0,575.0,0.00036,70.0,96.1,260.0,4.0
4639,358.0,362.0,0.000297,70.0,91.8,260.0,4.0
4640,358.0,362.0,0.000297,70.0,91.8,260.0,4.0
4641,358.0,362.0,0.000297,70.0,91.8,260.0,4.0
4642,358.0,362.0,0.000297,70.0,91.8,260.0,4.0
4643,358.0,362.0,0.000297,70.0,91.8,260.0,4.0
4644,358.0,362.0,0.000297,70.0,91.8,260.0,4.0
4645,570.0,575.0,0.00036,70.0,96.1,260.0,4.0
4646,489.0,493.0,0.000292,53.2,94.2,260.0,4.0
4647,570.0,575.0,0.00036,70.0,96.1,260.0,4.0
4648,570.0,575.0,0.00036,70.0,96.1,260.0,4.0
4649,348.0,352.0,0.000298,53.2,91.6,260.0,4.0
4650,570.0,575.0,0.00036,70.0,96.1,260.0,4.0
4651,358.0,362.0,0.000297,70.0,91.8,260.0,4.0
4652,570.0,575.0,0.00036,70.0,96.1,260.0,4.0
4653,358.0,362.0,0.000297,70.0,91.8,260.0,4.0
4654,358.0,362.0,0.000297,70.0,91.8,260.0,4.0
4655,358.0,362.0,0.000297,70.0,91.8,260.0,4.0
4656,570.0,575.0,0.00036,70.0,96.1,260.0,4.0
4657,358.0,362.0,0.000297,70.0,91.8,260.0,4.0
4658,358.0,362.0,0.000297,70.0,91.8,260.0,4.0
4659,358.0,362.0,0.000297,70.0,91.8,260.0,4.0
4660,570.0,575.0,0.00036,70.0,96.1,260.0,4.0
4661,358.0,362.0,0.000297,70.0,91.8,260.0,4.0
4662,570.0,575.0,0.00036,70.0,96.1,260.0,4.0
4663,570.0,575.0,0.00036,70.0,96.1,260.0,4.0
4664,570.0,575.0,0.00036,70.0,96.1,260.0,4.0
4665,407.0,409.0,0.000148,53.2,92.7,260.0,4.0
4666,348.0,352.0,0.000298,53.2,91.5,260.0,4.0
4667,348.0,352.0,0.000298,53.2,91.5,260.0,4.0
4668,570.0,575.0,0.00036,70.0,96.1,260.0,4.0
4669,358.0,362.0,0.000297,70.0,91.8,260.0,4.0
4670,358.0,362.0,0.000297,70.0,91.8,260.0,4.0
4671,358.0,362.0,0.000297,70.0,91.8,260.0,4.0
4672,570.0,575.0,0.00036,70.0,96.1,260.0,4.0
4673,348.0,352.0,0.000298,53.2,91.5,260.0,4.0
4674,358.0,362.0,0.000297,70.0,91.8,260.0,4.0
4675,358.0,362.0,0.000297,70.0,96.1,260.0,4.0
4676,348.0,352.0,0.000298,53.2,91.5,260.0,4.0
4677,358.0,362.0,0.000297,70.0,91.8,260.0,4.0
4678,493.0,496.0,0.000219,53.2,94.5,260.0,4.0
4679,494.0,496.0,0.000146,53.2,94.5,260.0,4.0
4680,492.0,495.0,0.000219,53.2,94.5,260.0,4.0
4681,538.0,542.0,0.000289,53.2,93.5,260.0,4.0
4682,492.0,494.0,0.000146,53.2,94.4,260.0,4.0
4683,405.0,408.0,0.000221,53.2,92.7,260.0,4.0
4684,358.0,362.0,0.000297,70.0,91.8,260.0,4.0
4685,383.0,386.0,0.000222,53.2,92.2,260.0,4.0
4686,358.0,362.0,0.000297,70.0,91.8,260.0,4.0
4687,358.0,362.0,0.000297,70.0,91.8,260.0,4.0
4688,493.0,496.0,0.000219,53.2,94.5,260.0,4.0
4689,490.0,492.0,0.000146,53.2,94.4,260.0,4.0
4690,406.0,409.0,0.000221,53.2,92.8,260.0,4.0
4691,404.0,406.0,0.000148,53.2,92.7,260.0,4.0
4692,405.0,407.0,0.000148,53.2,92.7,260.0,4.0
4693,348.0,352.0,0.000298,53.2,91.5,260.0,4.0
4694,406.0,408.0,0.000148,53.2,92.7,260.0,4.0
4695,348.0,352.0,0.000298,53.2,91.5,260.0,4.0
4696,404.0,407.0,0.000221,53.2,92.7,260.0,4.0
4697,348.0,352.0,0.000298,53.2,91.5,260.0,4.0
4698,491.0,493.0,0.000146,53.2,94.4,260.0,4.0
4699,403.0,405.0,0.000148,53.2,92.6,260.0,4.0
4700,494.0,496.0,0.000146,53.2,94.5,260.0,4.0
4701,490.0,492.0,0.000146,53.2,94.4,260.0,4.0
4702,492.0,495.0,0.000219,53.2,94.4,260.0,4.0
4703,348.0,352.0,0.000298,53.2,91.5,260.0,4.0
4704,405.0,408.0,0.000221,53.2,92.7,260.0,4.0
4705,490.0,493.0,0.000219,53.2,94.4,260.0,4.0
4706,491.0,493.0,0.000146,53.2,94.4,260.0,4.0
4707,408.0,412.0,0.000295,53.2,92.7,260.0,4.0
4708,403.0,405.0,0.000148,53.2,92.6,260.0,4.0
4709,443.0,446.0,0.00022,53.2,93.5,260.0,4.0
4710,489.0,491.0,0.000146,53.2,94.4,260.0,4.0
4711,403.0,406.0,0.000221,53.2,92.7,260.0,4.0
4712,495.0,497.0,0.000146,53.2,94.5,260.0,4.0
4713,495.0,499.0,0.000291,53.2,94.5,260.0,4.0
4714,443.0,446.0,0.00022,53.2,93.5,260.0,4.0
4715,491.0,494.0,0.000219,53.2,94.4,260.0,4.0
4716,404.0,406.0,0.000148,53.2,92.7,260.0,4.0
4717,494.0,498.0,0.000291,53.2,94.5,260.0,4.0
4718,492.0,495.0,0.000219,53.2,94.5,260.0,4.0
4719,406.0,408.0,0.000148,53.2,92.7,260.0,4.0
4720,538.0,542.0,0.000289,53.2,95.4,260.0,4.0
4721,404.0,406.0,0.000148,53.2,92.6,260.0,4.0
4722,408.0,411.0,0.000221,53.2,92.8,260.0,4.0
4723,407.0,410.0,0.000221,53.2,92.7,260.0,4.0
4724,407.0,410.0,0.000221,53.2,92.8,260.0,4.0
4725,405.0,407.0,0.000148,53.2,92.7,260.0,4.0
4726,493.0,496.0,0.000219,53.2,94.5,260.0,4.0
4727,408.0,411.0,0.000221,53.2,92.8,260.0,4.0
4728,348.0,351.0,0.000223,53.2,91.5,260.0,4.0
4729,348.0,351.0,0.000223,53.2,91.5,260.0,4.0
4730,348.0,351.0,0.000223,53.2,91.5,260.0,4.0
4731,348.0,351.0,0.000223,53.2,91.5,260.0,4.0
4732,348.0,351.0,0.000223,53.2,91.5,260.0,4.0
4733,348.0,351.0,0.000223,53.2,91.5,260.0,4.0
4734,348.0,351.0,0.000223,53.2,91.5,260.0,4.0
4735,348.0,351.0,0.000223,53.2,91.5,260.0,4.0
4736,348.0,351.0,0.000223,53.2,91.5,260.0,4.0
4737,348.0,351.0,0.000223,53.2,91.5,260.0,4.0
4738,348.0,351.0,0.000223,53.2,91.5,260.0,4.0
4739,348.0,351.0,0.000223,53.2,91.5,260.0,4.0
4740,348.0,351.0,0.000223,53.2,91.5,260.0,4.0
4741,348.0,351.0,0.000223,53.2,91.5,260.0,4.0
4742,348.0,351.0,0.000223,53.2,91.5,260.0,4.0
4743,348.0,351.0,0.000223,53.2,91.5,260.0,4.0
4744,348.0,351.0,0.000223,53.2,91.5,260.0,4.0
4745,348.0,351.0,0.000223,53.2,91.5,260.0,4.0
4746,443.0,446.0,0.00022,53.2,93.5,260.0,4.0
4747,442.0,445.0,0.00022,53.2,93.5,260.0,4.0
4748,443.0,446.0,0.00022,53.2,93.5,260.0,4.0
4749,443.0,446.0,0.00022,53.2,93.5,260.0,4.0
4750,443.0,446.0,0.00022,53.2,93.5,260.0,4.0
4751,443.0,446.0,0.00022,53.2,93.5,260.0,4.0
4752,443.0,446.0,0.00022,53.2,93.5,260.0,4.0
4753,443.0,446.0,0.00022,53.2,93.5,260.0,4.0
4754,443.0,446.0,0.00022,53.2,93.5,260.0,4.0
4755,443.0,446.0,0.00022,53.2,93.5,260.0,4.0
4756,443.0,446.0,0.00022,53.2,93.5,260.0,4.0
