#Launch_Tag,Launch_Date,Piece,Type,Name,PLName,JCAT,LV_Type,Flight_ID,Platform,Launch_Site,Launch_Pad,Ascent_Site,Ascent_Pad,Agency,Launch_Code,LTCite,price_per_kg,max_mass
1999-056,1999 Oct 10 0328:00,1999-056A,P,DirecTV 1R,DirecTV-1R,S25937,Zenit 3SL,3L/DM-SL-3L,ODYSSEY,KLA,-,-,-,SEALC,OS,Wire,8900,15876
1999-057,1999 Oct 14 0315,1999-057A,P,Zi Yuan 1-01,ZY-1 01,S25940,Chang Zheng 4B,Y1,-,TYSC,LC7,-,-,SAST,OS,Wire,NA,NA
1999-057,1999 Oct 14 0315,1999-057B,P,SACI-1,SACI-1,S25941,Chang Zheng 4B,Y1,-,TYSC,LC7,-,-,SAST,OS,Wire,NA,NA
1999-058,1999 Oct 18 1332:00,1999-058A,P      G,Globalstar M057,Globalstar FM57,S25943,Soyuz,M 15000-062,-,GIK-5,LC1,-,-,STSM,OS,NK9912-10,17900,7800
1999-058,1999 Oct 18 1332:00,1999-058B,P      G,Globalstar M059,Globalstar FM59,S25944,Soyuz,M 15000-062,-,GIK-5,LC1,-,-,STSM,OS,NK9912-10,17900,7800
1999-058,1999 Oct 18 1332:00,1999-058C,P      G,Globalstar M056,Globalstar FM56,S25945,Soyuz,M 15000-062,-,GIK-5,LC1,-,-,STSM,OS,NK9912-10,17900,7800
1999-058,1999 Oct 18 1332:00,1999-058D,P      G,Globalstar M031,Globalstar FM31,S25946,Soyuz,M 15000-062,-,GIK-5,LC1,-,-,STSM,OS,NK9912-10,17900,7800
1999-059,1999 Oct 19 0622,1999-059A,P,Orion 2,Orion 2,S25949,Ariane 44,V122 L490c,-,CSG,ELA2,-,-,AE,OS,Wire,18300,10200
1999-F03,1999 Oct 27 1616:00,1999-F03,P   F,Ekspress-A1,Ekspress-A No. 1 (R001),F01259,Proton,386-02,-,GIK-5,LC200/39,-,-,KHRU,OF,Kosmodrom9911,8200,21000
1999-060,1999 Nov 13 2254,1999-060A,P      G,GE 4,GE 4,S25954,Ariane 44,V123 L491a,-,CSG,ELA2,-,-,AE,OS,Wire,18300,10200
1999-F04,1999 Nov 15 0729,1999-F04,P   F,MTSAT,MTSAT,F01261,H-II,H-II-8F,-,TNSC,Y,-,-,NASDA,OF,WWW-NASDA,10500,11730
1999-061,1999 Nov 19 2230:04,1999-061A,PP H,Shenzhou,Shenzhou 1 Fanhui Cang,S25956,Chang Zheng 2F,Y1,-,JQ,LC921,-,-,CALT,OS,CALT-WWW,NA,NA
1999-061,1999 Nov 19 2230:04,1999-061E,PP-H--X,Shenzhou 1 Guidao Cang,Shenzhou 1 orbital module,S25960,Chang Zheng 2F,Y1,-,JQ,LC921,-,-,CALT,OS,CALT-WWW,NA,NA
1999-062,1999 Nov 22 1620:00,1999-062A,P      M,Globalstar M039,Globalstar FM39,S25961,Soyuz,M 15000-063,-,GIK-5,LC1,-,-,STSM,OS,NK0003-17,17900,7800
1999-062,1999 Nov 22 1620:00,1999-062B,P      G,Globalstar M034,Globalstar FM34,S25962,Soyuz,M 15000-063,-,GIK-5,LC1,-,-,STSM,OS,NK0003-17,17900,7800
1999-062,1999 Nov 22 1620:00,1999-062C,P      G,Globalstar M029,Globalstar FM29,S25963,Soyuz,M 15000-063,-,GIK-5,LC1,-,-,STSM,OS,NK0003-17,17900,7800
1999-062,1999 Nov 22 1620:00,1999-062D,P      G,Globalstar M061,Globalstar FM61,S25964,Soyuz,M 15000-063,-,GIK-5,LC1,-,-,STSM,OS,NK0003-17,17900,7800
1999-063,1999 Nov 23 0406:01,1999-063A,P,UHF F/O F10,UFO F10,S25967,Atlas IIA,AC-136,-,CC,SLC36B,-,-,LMA,OS,Wire,18700,8618
1999-064,1999 Dec  3 1622:46,1999-064A,P,Helios 1B,Helios 1B,S25977,Ariane 40,V124 L492,-,CSG,ELA2,-,-,AE,OS,Wire,NA,NA
1999-064,1999 Dec  3 1622:46,1999-064B,P,Clementine,Clementine,S25978,Ariane 40,V124 L492,-,CSG,ELA2,-,-,AE,OS,Wire,NA,NA
1999-065,1999 Dec  4 1853,1999-065A,P,Orbcomm D2,Orbcomm FM30,S25980,Pegasus XL,F28,L-1011,WIMB,RW22,WI,LP3,OSC,OS,Wire,50600,443
1999-065,1999 Dec  4 1853,1999-065B,P,Orbcomm D3,Orbcomm FM31,S25981,Pegasus XL,F28,L-1011,WIMB,RW22,WI,LP3,OSC,OS,Wire,50600,443
1999-065,1999 Dec  4 1853,1999-065C,P,Orbcomm D4,Orbcomm FM32,S25982,Pegasus XL,F28,L-1011,WIMB,RW22,WI,LP3,OSC,OS,Wire,50600,443
1999-065,1999 Dec  4 1853,1999-065D,P,Orbcomm D5,Orbcomm FM33,S25983,Pegasus XL,F28,L-1011,WIMB,RW22,WI,LP3,OSC,OS,Wire,50600,443
1999-065,1999 Dec  4 1853,1999-065E,P,Orbcomm D8,Orbcomm FM36,S25984,Pegasus XL,F28,L-1011,WIMB,RW22,WI,LP3,OSC,OS,Wire,50600,443
1999-065,1999 Dec  4 1853,1999-065F,P,Orbcomm D7,Orbcomm FM35,S25985,Pegasus XL,F28,L-1011,WIMB,RW22,WI,LP3,OSC,OS,Wire,50600,443
1999-065,1999 Dec  4 1853,1999-065G,P,Orbcomm D6,Orbcomm FM34,S25986,Pegasus XL,F28,L-1011,WIMB,RW22,WI,LP3,OSC,OS,Wire,50600,443
1999-066,1999 Dec 10 1432:07,1999-066A,P,XMM-Newton,XMM,S25989,Ariane 5G,V119 (504a),-,CSG,ELA3,-,-,AE,OS,Wire,10200,21000
1999-F05,1999 Dec 11 1825,1999-F05,P   F,SACI-2,SACI-2,F01263,VLS-1,V02,-,ALCA,VLS,-,-,AEB,OF,www.iae.cta.br,NA,NA
1999-067,1999 Dec 12 1738:01,1999-067A,P,DMSP F-15,DMSP Block 5D-3 S-15,S25991,Titan II,23G-8,-,VS,SLC4W,-,-,2SLS/AFSMC,OS,Wire,30600,1900
1999-067,1999 Dec 12 1738:01,1999-067A,PXAS,POGS-II,STP S92-1,A09840,Titan II,23G-8,-,VS,SLC4W,-,-,2SLS/AFSMC,OS,Wire,30600,1900
1999-068,1999 Dec 18 1857:39,1999-068A,P,Terra,EOS AM-1,S25994,Atlas IIAS,AC-141,-,VS,SLC3E,-,-,LMA,OS,Wire,18700,8618
1999-069,1999 Dec 20 0050:00,1999-069A,PH H-S,Discovery (STS-103),OV-103,S25996,Space Shuttle,STS-103,MLP2,KSC,LC39B,-,-,JSC/MSFC,OS,Wire,65400,27500
1999-069,1999 Dec 20 0050:00,1999-069,PXAS-S-,HST SM-3A ORUC,PLT F009 (ORUC SM-3A),A06235,Space Shuttle,STS-103,MLP2,KSC,LC39B,-,-,JSC/MSFC,OS,Wire,65400,27500
1999-069,1999 Dec 20 0050:00,1999-069,PXAS-S-,HST SM-3A FSS,FSS,A06242,Space Shuttle,STS-103,MLP2,KSC,LC39B,-,-,JSC/MSFC,OS,Wire,65400,27500
1999-070,1999 Dec 21 0713,1999-070A,P,Arirang-1,KOMPSAT,S26032,Taurus,T4,-,V,576E,-,-,OSC,OS,Wire,34600,1590
1999-070,1999 Dec 21 0713,1999-070B,P,ACRIMSAT,ACRIMSAT,S26033,Taurus,T4,-,V,576E,-,-,OSC,OS,Wire,34600,1590
1999-070,1999 Dec 21 0713,1999-070C,PXAS,Celestis-04,CPAC (Celestis Miillenial),A06253,Taurus,T4,-,V,576E,-,-,OSC,OS,Wire,34600,1590
1999-071,1999 Dec 22 0050,1999-071A,P      O,Galaxy 11,Galaxy 11,S26038,Ariane 44,V125 L493,-,CSG,ELA2,-,-,AE,OS,Wire,18300,10200
1999-072,1999 Dec 26 0800:00,1999-072A,P,Kosmos-2367,US-PU No. 8L,S26040,R-36 / Cyclone,450-82-  801,-,GIK-5,LC90/20,-,-,RVSNR,OS,NK0002-42,8400,4100
1999-073,1999 Dec 27 1912:44,1999-073A,P,Kosmos-2368,Oko 73D6 No. 6053,S26042,Molniya,77017  -681,-,GIK-1,LC16/2,-,-,RVSNR,OS,NK0002-46,15700,3700
2000-001,2000 Jan 21 0103:01,2000-001A,P ------c,DSCS III B-8,DSCS III B-8,S26052,Atlas IIA,AC-138 MLV-8/IABS-9,-,CC,SLC36A,-,-,LMA,OS,Wire,18700,8618
2000-002,2000 Jan 25 0104,2000-002A,P      G,Galaxy 10R,Galaxy XR,S26056,Ariane 42,V126 L494,-,CSG,ELA2,-,-,AE,OS,Wire,NA,NA
2000-003,2000 Jan 25 1645:05,2000-003A,P,Zhongxing 22,Fenghuo-1 01 xing,S26058,Chang Zheng 3A,Y4,-,XSC,LC2,-,-,CALT,OS,CALT-PR,NA,NA
2000-004,2000 Jan 27 0303:06,2000-004A,P,Weber-OSCAR-39,JAWSAT,S26061,Minotaur I,1,-,VS,SLC8,-,-,RSLP,OS,ASUSAT-WWW,73100,580
2000-004,2000 Jan 27 0303:06,2000-004B,P,OCS,OCS,S26062,Minotaur I,1,-,VS,SLC8,-,-,RSLP,OS,ASUSAT-WWW,73100,580
2000-004,2000 Jan 27 0303:06,2000-004C,P,OPAL-OSCAR-38,OPAL,S26063,Minotaur I,1,-,VS,SLC8,-,-,RSLP,OS,ASUSAT-WWW,73100,580
2000-004,2000 Jan 27 0303:06,2000-004D,P,Falconsat-1,Falconsat,S26064,Minotaur I,1,-,VS,SLC8,-,-,RSLP,OS,ASUSAT-WWW,73100,580
2000-004,2000 Jan 27 0303:06,2000-004E,P,ASUSAT-OSCAR-37,ASUSAT,S26065,Minotaur I,1,-,VS,SLC8,-,-,RSLP,OS,ASUSAT-WWW,73100,580
2000-004,2000 Jan 27 0303:06,2000-004H,P,Picosat 1,MEMS 1,S26080,Minotaur I,1,-,VS,SLC8,-,-,RSLP,OS,ASUSAT-WWW,73100,580
2000-004,2000 Jan 27 0303:06,2000-004J,P,Thelma,Picosat 7,S26091,Minotaur I,1,-,VS,SLC8,-,-,RSLP,OS,ASUSAT-WWW,73100,580
2000-004,2000 Jan 27 0303:06,2000-004K,P,Louise,Picosat 8,S26092,Minotaur I,1,-,VS,SLC8,-,-,RSLP,OS,ASUSAT-WWW,73100,580
2000-004,2000 Jan 27 0303:06,2000-004L,P,JAK,Picosat 5,S26093,Minotaur I,1,-,VS,SLC8,-,-,RSLP,OS,ASUSAT-WWW,73100,580
2000-004,2000 Jan 27 0303:06,2000-004M,P,STENSAT,Picosat 6,S26094,Minotaur I,1,-,VS,SLC8,-,-,RSLP,OS,ASUSAT-WWW,73100,580
2000-004,2000 Jan 27 0303:06,2000-004H,PXA--,Picosat 2,MEMS 2,A08267,Minotaur I,1,-,VS,SLC8,-,-,RSLP,OS,ASUSAT-WWW,73100,580
2000-005,2000 Feb  1 0647:23,2000-005A,PP H,Progress M1-1,Progress 7K-TGM1 No. 250,S26067,Soyuz,A 15000-669,-,GIK-5,LC1,-,-,RAKA,OS,NK0004-14,17900,7800
2000-006,2000 Feb  3 0926:00,2000-006A,P,Kosmos-2369,Tselina-2 No. 15L,S26069,Zenit 2,45025-801/1-94,-,GIK-5,LC45/1,-,-,RVSNR,OS,NK0004-17,5100,13740
2000-007,2000 Feb  3 2330:01,2000-007A,P,Hispasat 1C,Hispasat 1C,S26071,Atlas IIAS,AC-158,-,CC,SLC36B,-,-,LMA,OS,Wire,18700,8618
2000-008,2000 Feb  8 2124:00,2000-008A,P      G,Globalstar M063,Globalstar FM63,S26081,Delta II,D276,-,CC,SLC17B,-,-,BLS,OS,Wire,38800,3755
2000-008,2000 Feb  8 2124:00,2000-008B,P      G,Globalstar M062,Globalstar FM62,S26082,Delta II,D276,-,CC,SLC17B,-,-,BLS,OS,Wire,38800,3755
2000-008,2000 Feb  8 2124:00,2000-008C,P      G,Globalstar M060,Globalstar FM60,S26083,Delta II,D276,-,CC,SLC17B,-,-,BLS,OS,Wire,38800,3755
2000-008,2000 Feb  8 2124:00,2000-008D,P      G,Globalstar M064,Globalstar FM64,S26084,Delta II,D276,-,CC,SLC17B,-,-,BLS,OS,Wire,38800,3755
2000-009,2000 Feb  8 2320:00,2000-009A,P,Gruzovoy Maket,GVM No. 910,S26086,Soyuz,A 15000-079/1001,-,GIK-5,LC31,-,-,STSM,OS,NK0004-24,17900,7800
2000-009,2000 Feb  8 2320:00,2000-009,PX-RR--,Demonstrator-1 No. 920,IRDT (ESA),A06259,Soyuz,A 15000-079/1001,-,GIK-5,LC31,-,-,STSM,OS,NK0004-24,17900,7800
2000-009,2000 Feb  8 2320:00,2000-009,PX-RR--,Demonstrator-1 NTU,IRDT Demo Heat Shield,A06260,Soyuz,A 15000-079/1001,-,GIK-5,LC31,-,-,STSM,OS,NK0004-24,17900,7800
2000-U01,2000 Feb 10 0130,2000-U01,P   F,ASTRO E,ASTRO E,F01265,M-V,M-V-4,-,KASC,M-V,-,-,ISAS,OF,Wire,45800,1900
2000-010,2000 Feb 11 1743:40,2000-010A,PH H-S,Endeavour (STS-99),OV-105,S26088,Space Shuttle,STS-99,MLP3,KSC,LC39A,-,-,JSC/MSFC,OS,Wire,65400,27500
2000-010,2000 Feb 11 1743:40,2000-010,PXAS-S-,SRL-3 (SRTM),PLT F006 (SRL-3),A06265,Space Shuttle,STS-99,MLP3,KSC,LC39A,-,-,JSC/MSFC,OS,Wire,65400,27500
2000-010,2000 Feb 11 1743:40,2000-010,PXAT-S-,SRTM Mast,-,A06266,Space Shuttle,STS-99,MLP3,KSC,LC39A,-,-,JSC/MSFC,OS,Wire,65400,27500
2000-011,2000 Feb 12 0910:54,2000-011A,P,Garuda 1,Garuda 1,S26089,Proton,399-02,-,GIK-5,LC81/23,-,-,ILSK,OS,NK0004-32,8200,21000
2000-012,2000 Feb 18 0104,2000-012A,P,Superbird B2,Superbird 4,S26095,Ariane 44,V127 L495,-,CSG,ELA2,-,-,AE,OS,Wire,18300,10200
2000-013,2000 Mar 12 0407:00,2000-013A,P,Ekspress 6A,Ekspress A No. 2,S26098,Proton,399-01,-,GIK-5,LC200/39,-,-,KHRU,OS,NK0005-20,8200,21000
2000-014,2000 Mar 12 0929,2000-014A,P,MTI,MTI,S26102,Taurus,T5,-,V,576E,-,-,OSC,OS,Wire,34600,1590
2000-F02,2000 Mar 12 1449:15,2000-F02,P   F,ICO F1,ICO F1,F01266,Zenit 3SL,2L/DM-SL-2L,ODYSSEY,KLA,-,-,-,SEALC,OF,Wire,8900,15876
2000-015,2000 Mar 20 1828:30,2000-015A,P AD,Dumsat,GVM Dumsat No. 1,S26106,Soyuz,A 15000-068/1002,-,GIK-5,LC31,-,-,STSM,OS,NK0005-27,17900,7800
2000-015,2000 Mar 20 1828:30,2000-015A,P AD,Dumsat,GVM Dumsat No. 2,A09853,Soyuz,A 15000-068/1002,-,GIK-5,LC31,-,-,STSM,OS,NK0005-27,17900,7800
2000-016,2000 Mar 21 2328:19,2000-016A,P,Asiastar,Asiastar,S26107,Ariane 5G,V128 (505),-,CSG,ELA3,-,-,AE,OS,AE-TV,10200,21000
2000-016,2000 Mar 21 2328:19,2000-016B,P,Insat 3B,Insat 3B,S26108,Ariane 5G,V128 (505),-,CSG,ELA3,-,-,AE,OS,AE-TV,10200,21000
2000-017,2000 Mar 25 2034:43,2000-017A,P,IMAGE,IMAGE,S26113,Delta II,D277,-,V,SLC2W,-,-,BLS,OS,Wire,38800,3755
2000-018,2000 Apr  4 0501:29,2000-018A,PH H,Soyuz TM-30,Soyuz 7K-STM No. 204,S26116,Soyuz,A 15000-665,-,GIK-5,LC1,-,-,RAKA,OS,NK0006-08,17900,7800
2000-019,2000 Apr 17 2106:00,2000-019A,P      G,Sesat,SESAT,S26243,Proton,397-01,-,GIK-5,LC200/39,-,-,KHRU,OS,NK0006-26,8200,21000
2000-020,2000 Apr 19 0029,2000-020A,P      G,Galaxy 4R,Galaxy IVR,S26298,Ariane 42,V129 L496,-,CSG,ELA2,-,-,AE,OS,Wire,NA,NA
2000-021,2000 Apr 25 2008:02,2000-021A,PP H,Progress M1-2,Progress 7K-TGM1 No. 252,S26301,Soyuz,A 15000-664,-,GIK-5,LC1,-,-,RAKA,OS,NK0006-16,17900,7800
2000-022,2000 May  3 0707:03,2000-022A,P,GOES 11,GOES L,S26352,Atlas IIA,AC-137,-,CC,SLC36A,-,-,ILSL,OS,Wire,18700,8618
2000-023,2000 May  3 1325:00,2000-023A,P,Kosmos-2370,Neman No. 15L,S26354,Soyuz,A 15000-649,-,GIK-5,LC1,-,-,RVSNR,OS,NK0007-32,17900,7800
2000-024,2000 May  8 1601:00,2000-024A,P       c,DSP F20,DSP 18?,S26356,Titan IV,4B-29,-,CC,LC40,-,-,3SLS/AFSMC,OS,Wire,30800,21600
2000-025,2000 May 11 0148:00,2000-025A,P,GPS IIR-4,GPS SVN 51,S26360,Delta II,D278,-,CC,SLC17A,-,-,BLS,OS,Wire,38800,3755
2000-026,2000 May 16 0827:41,2000-026A,P,IKA-1,EPN 813IP/003 (Iridium),S26365,Rokot,630-6992-011P/72501,-,GIK-1,LC133/3,-,-,EUROK,OS,Eurockot-WWW,20600,2150
2000-026,2000 May 16 0827:41,2000-026B,P,IKA-2,EPN 813IP/007 (Iridium),S26366,Rokot,630-6992-011P/72501,-,GIK-1,LC133/3,-,-,EUROK,OS,Eurockot-WWW,20600,2150
2000-027,2000 May 19 1011:10,2000-027A,PH H-V,Atlantis (STS-101),OV-104,S26368,Space Shuttle,STS-101,MLP1,KSC,LC39A,-,-,JSC/MSFC,OS,Wire,65400,27500
2000-027,2000 May 19 1011:10,2000-027,PXAS-I-,ICC 2,ICC-G,A06283,Space Shuttle,STS-101,MLP1,KSC,LC39A,-,-,JSC/MSFC,OS,Wire,65400,27500
2000-027,2000 May 19 1011:10,2000-027,PPAH-I-,Spacehab SH-14,Spacehab LDM,A06284,Space Shuttle,STS-101,MLP1,KSC,LC39A,-,-,JSC/MSFC,OS,Wire,65400,27500
2000-028,2000 May 24 2310:05,2000-028A,P,Eutelsat W4,Eutelsat W4,S26369,Atlas III,AC-201,-,CC,SLC36B,-,-,ILSL,OS,Wire,16000,10759
2000-029,2000 Jun  6 0259:00,2000-029A,P,Gorizont,Gorizont No. 45L,S26372,Proton,392-01/88502,-,GIK-5,LC81/24,-,-,KHRU,OS,NK0008-16,8200,21000
2000-030,2000 Jun  7 1319:30,2000-030A,P,TSX-5,TSX-5,S26374,Pegasus XL,F29,L-1011,V,RW30/12,WTR,PAWA,OSC,OS,Wire,50600,443
2000-031,2000 Jun 24 0028:00,2000-031A,P,Ekspress 3A,Ekspress-A No. 3,S26378,Proton,394-02,-,GIK-5,LC200/39,-,-,KHRU,OS,NK0008-23,8200,21000
2000-032,2000 Jun 25 1150,2000-032A,P,Feng Yun 2B,FY-2 02 xing,S26382,Chang Zheng 3,Y12,-,XSC,LC3?,-,-,CALT,OS,CALT-WWW,NA,NA
2000-033,2000 Jun 28 1037:42,2000-033A,P,Nadezhda,Nadezhda No. 701,S26384,Kosmos,53752-105,-,GIK-1,LC132/1,-,-,RVSNR,OS,NK0008-25,14900,1500
2000-033,2000 Jun 28 1037:42,2000-033B,P,Hangtian Qinghua 1,Tsinghua 1,S26385,Kosmos,53752-105,-,GIK-1,LC132/1,-,-,RVSNR,OS,NK0008-25,14900,1500
2000-033,2000 Jun 28 1037:42,2000-033C,P,SNAP-1,SNAP-1,S26386,Kosmos,53752-105,-,GIK-1,LC132/1,-,-,RVSNR,OS,NK0008-25,14900,1500
2000-034,2000 Jun 30 1256:01,2000-034A,P,TDRS 8,TDRS H,S26388,Atlas IIA,AC-139,-,CC,SLC36A,-,-,ILSL,OS,Wire,18700,8618
2000-035,2000 Jun 30 2208:47,2000-035A,P,Sirius FM-1,Sirius CD Radio 1,S26390,Proton,400-01,-,GIK-5,LC81/24,-,-,ILSK,OS,NK0008-35,8200,21000
2000-036,2000 Jul  4 2344:00,2000-036A,P,Kosmos-2371,Geizer No. 22L,S26394,Proton,389-02,-,GIK-5,LC200/39,-,-,KHRU,OS,NK0009-24,8200,21000
2000-037,2000 Jul 12 0456:36,2000-037A,PPTH-MU,Zvezda,DOS-7K No. 8,S26400,Proton,398-01,-,GIK-5,LC81/23,-,-,KHRU,OS,NK0009-02,8200,21000
2000-038,2000 Jul 14 0521:01,2000-038A,P      G,Echostar VI,Echostar 6,S26402,Atlas IIAS,AC-161,-,CC,SLC36B,-,-,ILSL,OS,Wire,18700,8618
2000-039,2000 Jul 15 1200:00,2000-039A,P,MITA,MITA-NINA,S26404,Kosmos,47136-414,-,GIK-1,LC132/1,-,-,RVSNR,OS,NK0009-29,14900,1500
2000-039,2000 Jul 15 1200:00,2000-039B,P,CHAMP,CHAMP,S26405,Kosmos,47136-414,-,GIK-1,LC132/1,-,-,RVSNR,OS,NK0009-29,14900,1500
2000-039,2000 Jul 15 1200:00,2000-039C,PXA---U,Rubin,BIRD-Rubin/Payload adapter,A06295,Kosmos,47136-414,-,GIK-1,LC132/1,-,-,RVSNR,OS,NK0009-29,14900,1500
2000-040,2000 Jul 16 0917:00,2000-040A,P,GPS IIR-5,GPS SVN 44,S26407,Delta II,D279,-,CC,SLC17A,-,-,BLS,OS,Wire,38800,3755
2000-041,2000 Jul 16 1239:34,2000-041A,P,Cluster Samba,Cluster FM7 (C3),S26410,Soyuz,A 15000-069/1003,-,GIK-5,LC31,-,-,STSM,OS,NK0009-35,17900,7800
2000-041,2000 Jul 16 1239:34,2000-041B,P,Cluster Salsa,Cluster FM6 (C2),S26411,Soyuz,A 15000-069/1003,-,GIK-5,LC31,-,-,STSM,OS,NK0009-35,17900,7800
2000-042,2000 Jul 19 2009:00,2000-042A,P,Sindri,Mightysat 2.1,S26414,Minotaur I,2,-,VS,SLC8,-,-,RSLP,OS,Wire,73100,580
2000-042,2000 Jul 19 2009:00,2000-042C,P,Picosat 7,Tethered Picosat No. 23,S26904,Minotaur I,2,-,VS,SLC8,-,-,RSLP,OS,Wire,73100,580
2000-042,2000 Jul 19 2009:00,2000-042C,PXA--,Picosat 8,Tethered Picosat No. 23,A08284,Minotaur I,2,-,VS,SLC8,-,-,RSLP,OS,Wire,73100,580
2000-043,2000 Jul 28 2242:00,2000-043A,P      O,PAS 9,PAS 9,S26451,Zenit 3SL,5?/DM-SL-4L,ODYSSEY,KLA,-,-,-,SEALC,OS,NK0009-45,8900,15876
2000-044,2000 Aug  6 1826:42,2000-044A,PP H-V,Progress M1-3,Progress 7K-TGM1 No. 251,S26461,Soyuz,K 15000-668,-,GIK-5,LC1,-,-,RAKA,OS,NK0010-17,17900,7800
2000-045,2000 Aug  9 1113:35,2000-045A,P,Cluster Rumba,Cluster FM5 (C1),S26463,Soyuz,A 15000-070/1004,-,GIK-5,LC31,-,-,STSM,OS,NK0010-02,17900,7800
2000-045,2000 Aug  9 1113:35,2000-045B,P,Cluster Tango,Cluster FM8 (C4),S26464,Soyuz,A 15000-070/1004,-,GIK-5,LC31,-,-,STSM,OS,NK0010-02,17900,7800
2000-046,2000 Aug 17 2316:00,2000-046A,P,Brasilsat B4,Brasilsat B4,S26469,Ariane 44,V131 L4097,-,CSG,ELA2,-,-,AE,OS,Wire,18300,10200
2000-046,2000 Aug 17 2316:00,2000-046B,P,Nilesat 102,Nilesat 102,S26470,Ariane 44,V131 L4097,-,CSG,ELA2,-,-,AE,OS,Wire,18300,10200
2000-047,2000 Aug 17 2345:01,2000-047A,P ------C,USA 152,ONYX 4,S26473,Titan IV,4B-28,-,VS,SLC4E,-,-,2SLS/AFSMC,OS,Wire,30800,21600
2000-048,2000 Aug 23 1105:02,2000-048A,P,DM-F3,DM-F3,S26476,Delta III,D280,-,CC,SLC17B,-,-,BLS,OS80,Wire,18000,8290
2000-049,2000 Aug 28 2008:00,2000-049A,P,Raduga-1,Globus No. 16L,S26477,Proton,401-02,-,GIK-5,LC81/24,-,-,KHRU,OS,NK0010-13,8200,21000
2000-050,2000 Sep  1 0325,2000-050A,P,Zi Yuan 2-01,Jianbing-3 01 xing,S26481,Chang Zheng 4B,Y3,-,TYSC,LC7,-,-,SAST,OS,Wire,NA,NA
2000-051,2000 Sep  5 0943:58,2000-051A,P,Sirius FM-2,Sirius CD Radio 2,S26483,Proton,400-02,-,GIK-5,LC81/23,-,-,ILSK,OS,NK0011-29,8200,21000
2000-052,2000 Sep  6 2233,2000-052A,P,Eutelsat W1,Eutelsat W1,S26487,Ariane 44,V132 L4098,-,CSG,ELA2,-,-,AE,OS,Wire,18300,10200
2000-053,2000 Sep  8 1245:47,2000-053A,PH H-V,Atlantis (STS-106),OV-104,S26489,Space Shuttle,STS-106,MLP2,KSC,LC39B,-,-,JSC/MSFC,OS,Wire,65400,27500
2000-053,2000 Sep  8 1245:47,2000-053,PXAS-I-,ICC 3,ICC-G,A06303,Space Shuttle,STS-106,MLP2,KSC,LC39B,-,-,JSC/MSFC,OS,Wire,65400,27500
2000-053,2000 Sep  8 1245:47,2000-053,PPAH-I-,Spacehab SH-15,Spacehab LDM,A06304,Space Shuttle,STS-106,MLP2,KSC,LC39B,-,-,JSC/MSFC,OS,Wire,65400,27500
2000-054,2000 Sep 14 2254:07,2000-054A,P      G,Astra 2B,Astra 2B,S26494,Ariane 5G,V130 (506),-,CSG,ELA3,-,-,AE,OS,Wire,10200,21000
2000-054,2000 Sep 14 2254:07,2000-054B,P      G,GE 7,GE 7,S26495,Ariane 5G,V130 (506),-,CSG,ELA3,-,-,AE,OS,Wire,10200,21000
2000-055,2000 Sep 21 1022,2000-055A,P,NOAA 16,NOAA L/S08,S26536,Titan II,23G-13,-,VS,SLC4W,-,-,2SLS/AFSMC,OS,Wire,30600,1900
2000-056,2000 Sep 25 1010:00,2000-056A,P,Kosmos-2372,Yenisey No. 2L,S26538,Zenit 2,67013-303/16NI,-,GIK-5,LC45/1,-,-,RVSNR,OS,NK0011-36,5100,13740
2000-056,2000 Sep 25 1010:00,2000-056,PX-RT--,Spuskaemaya Kapsula,Yenisey SpK-01,A06346,Zenit 2,67013-303/16NI,-,GIK-5,LC45/1,-,-,RVSNR,OS,NK0011-36,5100,13740
2000-056,2000 Sep 25 1010:00,2000-056,PX-RT--,Spuskaemaya Kapsula,Yenisey SpK-02,A06348,Zenit 2,67013-303/16NI,-,GIK-5,LC45/1,-,-,RVSNR,OS,NK0011-36,5100,13740
2000-056,2000 Sep 25 1010:00,2000-056,PX-RT--,Spuskaemaya Kapsula,Yenisey SpK-03,A06355,Zenit 2,67013-303/16NI,-,GIK-5,LC45/1,-,-,RVSNR,OS,NK0011-36,5100,13740
2000-056,2000 Sep 25 1010:00,2000-056,PX-RT--,Spuskaemaya Kapsula,Yenisey SpK-04,A06357,Zenit 2,67013-303/16NI,-,GIK-5,LC45/1,-,-,RVSNR,OS,NK0011-36,5100,13740
2000-056,2000 Sep 25 1010:00,2000-056,PX-RT--,Spuskaemaya Kapsula,Yenisey SpK-05,A06367,Zenit 2,67013-303/16NI,-,GIK-5,LC45/1,-,-,RVSNR,OS,NK0011-36,5100,13740
2000-056,2000 Sep 25 1010:00,2000-056,PX-RT--,Spuskaemaya Kapsula,Yenisey SpK-06,A06369,Zenit 2,67013-303/16NI,-,GIK-5,LC45/1,-,-,RVSNR,OS,NK0011-36,5100,13740
2000-056,2000 Sep 25 1010:00,2000-056,PX-RT--,Spuskaemaya Kapsula,Yenisey SpK-07,A06419,Zenit 2,67013-303/16NI,-,GIK-5,LC45/1,-,-,RVSNR,OS,NK0011-36,5100,13740
2000-056,2000 Sep 25 1010:00,2000-056,PX-RT--,Spuskaemaya Kapsula,Yenisey SpK-08,A06421,Zenit 2,67013-303/16NI,-,GIK-5,LC45/1,-,-,RVSNR,OS,NK0011-36,5100,13740
