,launches,COSPAR_ID,Time(UTC),Date,Longitude,Latitude,Rocket_Name,DISCOSweb_Rocket_ID,Megaconstellation_Flag,Booster_No,Booster_PropMass,Booster_Fuel_Type,Booster_StageMass,Stage1_PropMass,Stage1_Fuel_Type,Stage1_StageMass,Stage2_PropMass,Stage2_Fuel_Type,Stage2_StageMass,Stage3_PropMass,Stage3_Fuel_Type,Stage3_StageMass,Stage4_PropMass,Stage4_Fuel_Type,Stage4_StageMass,Fairing_Mass,Proxy_Rocket
342,342,2022-080,13.2,20220713,-52.8,5.2,Vega C,111991,False,0,0.0,,0.0,141634.0,Solid,13393.0,36239.0,Solid,4238.0,10567.0,Solid,1433.0,740.0,Hypergolic,698.0,860.0,
343,343,2022-081,0.72,20220715,-81.0,28.5,Falcon 9 v1.2,284,False,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
344,344,2022-082,23.040000000000003,20220715,111.5,37.8,Long March (CZ) 2C,157,False,0,0.0,,0.0,162706.0,Hypergolic,10000.0,54667.0,Hypergolic,4000.0,0.0,,0.0,0.0,,0.0,800.0,
345,345,2022-083,14.4,20220717,-81.0,28.5,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
346,346,2022-084,17.76,20220722,-120.6,34.7,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
347,347,2022-085,6.48,20220724,111.0,19.6,Long March (CZ) 5B,98090,False,4,574000.0,Kerosene,49000.0,158250.0,Hydrogen,17500.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,2400.0,
348,348,2022-086,13.68,20220724,-81.0,28.5,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
349,349,2022-087,4.319999999999999,20220727,100.3,41.3,Zhongke 1A,112002,False,0,0.0,,0.0,141634.0,Solid,13393.0,36239.0,Solid,4238.0,10567.0,Solid,1433.0,740.0,Solid,698.0,860.0,Vega C
350,350,2022-088,13.44,20220729,102.0,28.2,Long March (CZ) 2D,158,False,0,0.0,,0.0,182000.0,Hypergolic,9500.0,52700.0,Hypergolic,4000.0,0.0,,0.0,0.0,,0.0,750.0,
351,351,2022-089,20.4,20220801,40.6,62.8,Soyuz-2-1V Volga,272,False,0,0.0,,0.0,119000.0,Kerosene,9300.0,25400.0,Kerosene,2355.0,900.0,Hypergolic,890.0,0.0,,0.0,1000.0,
352,352,2022-090,3.12,20220804,111.5,37.8,Long March (CZ) 4B,109,False,0,0.0,,0.0,183200.0,Hypergolic,9500.0,35550.0,Hypergolic,4000.0,14000.0,Hypergolic,2000.0,0.0,,0.0,1800.0,
353,353,2022-091,5.04,20220804,177.8655,-39.2609,Electron (Curie),91285,False,0,0.0,,0.0,9250.0,Kerosene,950.0,2100.0,Kerosene,250.0,245.0,Hypergolic,40.0,0.0,,0.0,44.0,
354,354,2022-092,10.56,20220804,-81.0,28.5,Atlas V 421 v2021,242,False,2,88400.0,Solid,10200.0,284089.0,Kerosene,21054.0,20800.0,Hydrogen,2028.0,0.0,,0.0,0.0,,0.0,2305.0,
355,355,2022-093,16.08,20220804,100.3,41.3,Long March (CZ) 2F,108,False,4,157200.0,Hypergolic,12400.0,186750.0,Hypergolic,11000.0,88750.0,Hypergolic,5500.0,0.0,,0.0,0.0,,0.0,6000.0,
356,356,2022-094,23.040000000000003,20220804,-81.0,28.5,Falcon 9 v1.2,284,False,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
357,357,2022-F04,3.8400000000000003,20220807,80.4,13.9,SSLV,112023,False,0,0.0,,0.0,87000.0,Solid,10500.0,7700.0,Solid,2650.0,4500.0,Solid,1450.0,50.0,Hypergolic,150.0,90.0,
358,358,2022-095,4.08,20220809,100.3,41.3,Ceres-1,99915,False,0,0.0,,0.0,12750.0,Solid,1240.0,12750.0,Solid,1376.0,1890.0,Solid,684.0,166.0,Hypergolic,71.0,57.0,Shavit
359,359,2022-096,5.76,20220809,63.4,45.6,Soyuz-2-1B Fregat,262,False,4,156640.0,Kerosene,15136.0,90100.0,Kerosene,6545.0,25400.0,Kerosene,2355.0,5350.0,Hypergolic,1000.0,0.0,,0.0,1800.0,
360,360,2022-097,2.1599999999999997,20220810,-81.0,28.5,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
361,361,2022-098,4.8,20220810,111.5,37.8,Long March (CZ) 6,75,False,0,0.0,,0.0,76000.0,Kerosene,7530.0,15075.0,Kerosene,1490.0,480.0,Kerosene,520.0,0.0,,0.0,1500.0,
362,362,2022-099,21.6,20220812,-120.6,34.7,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
363,363,2022-100,17.52,20220819,102.0,28.2,Long March (CZ) 2D,158,False,0,0.0,,0.0,182000.0,Hypergolic,9500.0,52700.0,Hypergolic,4000.0,0.0,,0.0,0.0,,0.0,750.0,
364,364,2022-101,19.44,20220819,-81.0,28.5,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
365,365,2022-102,2.64,20220823,102.0,28.2,Kuaizhou-1,91718,False,0,0.0,,0.0,16000.0,Solid,621.0,8000.0,Solid,686.0,3000.0,Solid,183.0,1000.0,Hypergolic,200.0,1756.0,
366,366,2022-103,3.12,20220824,111.5,37.8,Long March (CZ) 2D,158,False,0,0.0,,0.0,182000.0,Hypergolic,9500.0,52700.0,Hypergolic,4000.0,0.0,,0.0,0.0,,0.0,750.0,
367,367,2022-104,3.6,20220828,-81.0,28.5,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
368,368,2022-105,5.76,20220831,-120.6,34.7,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
369,369,2022-106,23.76,20220902,100.3,41.3,Long March (CZ) 4C,247,False,0,0.0,,0.0,183200.0,Hypergolic,9500.0,35550.0,Hypergolic,4000.0,14000.0,Hypergolic,2000.0,0.0,,0.0,1800.0,
370,370,2022-107,2.1599999999999997,20220905,-81.0,28.5,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
371,371,2022-108,2.4,20220906,100.3,41.3,Kuaizhou-1,91718,False,0,0.0,,0.0,16000.0,Solid,621.0,8000.0,Solid,686.0,3000.0,Solid,183.0,1000.0,Hypergolic,200.0,1756.0,
372,372,2022-109,4.319999999999999,20220906,102.0,28.2,Long March (CZ) 2D,158,False,0,0.0,,0.0,182000.0,Hypergolic,9500.0,52700.0,Hypergolic,4000.0,0.0,,0.0,0.0,,0.0,750.0,
373,373,2022-110,21.84,20220907,-52.8,5.2,Ariane 5ECA,204,False,2,480000.0,Solid,31000.0,170000.0,Hydrogen,14700.0,14900.0,Hydrogen,4540.0,0.0,,0.0,0.0,,0.0,2675.0,
374,374,2022-111,1.44,20220911,-81.0,28.5,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
375,375,2022-112,13.2,20220913,111.0,19.6,Long March (CZ) 7A,98084,False,4,301000.0,Kerosene,24000.0,174000.0,Kerosene,12250.0,65000.0,Kerosene,5750.0,18200.0,Hydrogen,2740.0,0.0,,0.0,2500.0,
376,376,2022-113,20.64,20220915,177.8655,-39.2609,Electron (Curie),91285,False,0,0.0,,0.0,9250.0,Kerosene,950.0,2100.0,Kerosene,250.0,245.0,Hypergolic,40.0,0.0,,0.0,44.0,
377,377,2022-114,0.24,20220919,-81.0,28.5,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
378,378,2022-115,23.279999999999998,20220920,100.3,41.3,Long March (CZ) 2D,158,False,0,0.0,,0.0,182000.0,Hypergolic,9500.0,52700.0,Hypergolic,4000.0,0.0,,0.0,0.0,,0.0,750.0,
379,379,2022-116,13.92,20220921,63.4,45.6,Soyuz-2-1A,237,False,4,156640.0,Kerosene,15136.0,90100.0,Kerosene,6545.0,22790.0,Kerosene,2410.0,0.0,,0.0,0.0,,0.0,1000.0,
380,380,2022-117,22.32,20220924,-120.6,34.7,Delta 4H,203,False,2,406000.0,Hydrogen,54400.0,203000.0,Hydrogen,27200.0,27200.0,Hydrogen,3420.0,0.0,,0.0,0.0,,0.0,3550.0,
381,381,2022-118,22.8,20220924,111.5,37.8,Kuaizhou-1,91718,False,0,0.0,,0.0,16000.0,Solid,621.0,8000.0,Solid,686.0,3000.0,Solid,183.0,1000.0,Hypergolic,200.0,1756.0,
382,382,2022-119,23.52,20220924,-81.0,28.5,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
383,383,2022-120,13.68,20220926,102.0,28.2,Long March (CZ) 2D,158,False,0,0.0,,0.0,182000.0,Hypergolic,9500.0,52700.0,Hypergolic,4000.0,0.0,,0.0,0.0,,0.0,750.0,
384,384,2022-121,23.76,20220926,111.5,37.8,Long March (CZ) 6,75,False,0,0.0,,0.0,76000.0,Kerosene,7530.0,15075.0,Kerosene,1490.0,480.0,Kerosene,520.0,0.0,,0.0,1500.0,
385,385,2022-122,6.96,20221001,-120.6,34.7,Firefly Alpha,106005,False,0,0.0,,0.0,41905.0,Kerosene,2895.0,7091.0,Kerosene,909.0,0.0,,0.0,0.0,,0.0,1756.0,
386,386,2022-123,21.6,20221004,-81.0,28.5,Atlas V 531 v2020,195,False,3,132600.0,Solid,15300.0,284089.0,Kerosene,21351.0,20800.0,Hydrogen,2030.0,0.0,,0.0,0.0,,0.0,3524.0,
387,387,2022-124,16.08,20221005,-81.0,28.5,Falcon 9 v1.2,284,False,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
388,388,2022-125,23.279999999999998,20221005,-120.6,34.7,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
389,389,2022-126,13.2,20221007,,,Long March (CZ) 11,5,False,0,0.0,,0.0,35000.0,Solid,4770.0,6237.0,Solid,795.0,3915.0,Solid,403.5,776.1,Solid,152.55,300.0,Minotaur 1
390,390,2022-127,17.040000000000003,20221007,177.8655,-39.2609,Electron (Curie),91285,False,0,0.0,,0.0,9250.0,Kerosene,950.0,2100.0,Kerosene,250.0,245.0,Hypergolic,40.0,0.0,,0.0,44.0,
391,391,2022-128,23.040000000000003,20221008,-81.0,28.5,Falcon 9 v1.2,284,False,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
392,392,2022-129,23.76,20221008,100.3,41.3,Long March (CZ) 2D,158,False,0,0.0,,0.0,182000.0,Hypergolic,9500.0,52700.0,Hypergolic,4000.0,0.0,,0.0,0.0,,0.0,750.0,
393,393,2022-130,2.88,20221010,40.6,62.8,Soyuz-2-1B Fregat,262,False,4,156640.0,Kerosene,15136.0,90100.0,Kerosene,6545.0,25400.0,Kerosene,2355.0,5350.0,Hypergolic,1000.0,0.0,,0.0,1800.0,
394,394,2022-F05,0.96,20221012,131.1,31.2,Epsilon-2 CLPS,91886,False,0,0.0,,0.0,66300.0,Solid,8700.0,15000.0,Solid,2000.0,2500.0,Solid,800.0,145.0,Hypergolic,155.0,1000.0,
395,395,2022-131,14.88,20221012,63.4,45.6,Proton-M/DM-3,3,False,0,0.0,,0.0,428300.0,Hypergolic,30600.0,157300.0,Hypergolic,11000.0,46562.0,Hypergolic,3500.0,18600.0,Kerosene,3500.0,2000.0,
396,396,2022-132,22.8,20221012,111.5,37.8,Long March (CZ) 2C,157,False,0,0.0,,0.0,162706.0,Hypergolic,10000.0,54667.0,Hypergolic,4000.0,0.0,,0.0,0.0,,0.0,800.0,
397,397,2022-133,19.2,20221014,102.0,28.2,Long March (CZ) 2D,158,False,0,0.0,,0.0,182000.0,Hypergolic,9500.0,52700.0,Hypergolic,4000.0,0.0,,0.0,0.0,,0.0,750.0,
398,398,2022-134,5.28,20221015,-81.0,28.5,Falcon 9 v1.2,284,False,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
399,399,2022-135,19.92,20221015,40.6,62.8,Angara 1.2,111436,False,0,0.0,,0.0,128800.0,Kerosene,10150.0,25700.0,Kerosene,2355.0,2000.0,Hypergolic,1000.0,0.0,,0.0,655.0,
400,400,2022-136,14.88,20221020,-81.0,28.5,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
401,401,2022-137,19.44,20221021,40.6,62.8,Soyuz-2-1V Volga,272,False,0,0.0,,0.0,119000.0,Kerosene,9300.0,25400.0,Kerosene,2355.0,900.0,Hypergolic,890.0,0.0,,0.0,1000.0,
402,402,2022-138,18.72,20221022,80.4,13.9,GSLV Mk III,87378,True,2,411690.0,Solid,62300.0,115500.0,Hypergolic,10100.0,28300.0,Hydrogen,4850.0,0.0,,0.0,0.0,,0.0,1756.0,
403,403,2022-139,19.92,20221022,128.333,51.883,Soyuz-2-1B Fregat,262,False,4,156640.0,Kerosene,15136.0,90100.0,Kerosene,6545.0,25400.0,Kerosene,2355.0,5350.0,Hypergolic,1000.0,0.0,,0.0,1800.0,
404,404,2022-140,0.24,20221026,63.4,45.6,Soyuz-2-1A,237,False,4,156640.0,Kerosene,15136.0,90100.0,Kerosene,6545.0,22790.0,Kerosene,2410.0,0.0,,0.0,0.0,,0.0,1000.0,
405,405,2022-141,1.2,20221028,-120.6,34.7,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
406,406,2022-142,0.96,20221029,100.3,41.3,Long March (CZ) 2D,158,False,0,0.0,,0.0,182000.0,Hypergolic,9500.0,52700.0,Hypergolic,4000.0,0.0,,0.0,0.0,,0.0,750.0,
407,407,2022-143,7.680000000000001,20221031,111.0,19.6,Long March (CZ) 5B,98090,False,4,574000.0,Kerosene,49000.0,158250.0,Hydrogen,17500.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,2400.0,
408,408,2022-144,13.68,20221101,-81.0,28.5,Falcon Heavy,88768,False,2,818600.0,Kerosene,39500.0,409300.0,Kerosene,21300.0,107350.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
409,409,2022-145,6.72,20221102,40.6,62.8,Soyuz-2-1B Fregat,262,False,4,156640.0,Kerosene,15136.0,90100.0,Kerosene,6545.0,25400.0,Kerosene,2355.0,5350.0,Hypergolic,1000.0,0.0,,0.0,1800.0,
410,410,2022-146,5.28,20221103,-81.0,28.5,Falcon 9 v1.2,284,False,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
411,411,2022-147,17.52,20221104,177.8655,-39.2609,Electron (Curie),91285,False,0,0.0,,0.0,9250.0,Kerosene,950.0,2100.0,Kerosene,250.0,245.0,Hypergolic,40.0,0.0,,0.0,44.0,
412,412,2022-148,11.76,20221105,102.0,28.2,Long March (CZ) 3B,64,False,4,164400.0,Hypergolic,14200.0,186200.0,Hypergolic,11200.0,41000.0,Hypergolic,3924.0,18196.5,Hydrogen,2770.0,0.0,,0.0,1500.0,
413,413,2022-149,10.56,20221107,-75.46,37.85,Antares 230,278,False,0,0.0,,0.0,242200.0,Kerosene,19700.0,24924.0,Solid,1392.0,0.0,,0.0,0.0,,0.0,971.0,
414,414,2022-150,9.84,20221110,-120.6,34.7,Atlas V 401 v2020,191,False,0,0.0,,0.0,284089.0,Kerosene,21054.0,20800.0,Hydrogen,2030.0,0.0,,0.0,0.0,,0.0,2305.0,
415,415,2022-151,22.8,20221111,111.5,37.8,Long March (CZ) 6A,111268,False,4,301000.0,Solid,24000.0,174000.0,Kerosene,12250.0,65000.0,Kerosene,5750.0,0.0,,0.0,0.0,,0.0,2800.0,Long March (CZ) 7A
416,416,2022-152,2.1599999999999997,20221112,111.0,19.6,Long March (CZ) 7,275,False,4,301000.0,Kerosene,24000.0,174000.0,Kerosene,12250.0,65000.0,Kerosene,5750.0,0.0,,0.0,0.0,,0.0,2800.0,
417,417,2022-153,16.08,20221112,-81.0,28.5,Falcon 9 v1.2,284,False,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
418,418,2022-154,1.68,20221115,100.3,41.3,Long March (CZ) 4C,247,False,0,0.0,,0.0,183200.0,Hypergolic,9500.0,35550.0,Hypergolic,4000.0,14000.0,Hypergolic,2000.0,0.0,,0.0,1800.0,
419,419,2022-155,6.24,20221116,100.3,41.3,Ceres-1,99915,False,0,0.0,,0.0,12750.0,Solid,1240.0,12750.0,Solid,1376.0,1890.0,Solid,684.0,166.0,Hypergolic,71.0,57.0,Shavit
420,420,2022-156,6.72,20221116,-81.0,28.5,Space Launch System - Block 1 Crew,112387,False,2,1253400.0,Solid,198600.0,1002700.0,Hydrogen,99300.0,29000.0,Hydrogen,3700.0,0.0,,0.0,0.0,,0.0,8165.0,
421,421,2022-157,2.88,20221123,-81.0,28.5,Falcon 9 v1.2,284,False,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
422,422,2022-158,6.48,20221126,80.4,13.9,PSLV-XL,249,False,6,73200.0,Solid,14130.0,138600.0,Solid,30100.0,41500.0,Hypergolic,5350.0,7625.0,Solid,900.0,2250.0,Hypergolic,670.0,1125.0,
423,423,2022-159,19.44,20221126,-81.0,28.5,Falcon 9 v1.2,284,False,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
424,424,2022-160,12.48,20221127,102.0,28.2,Long March (CZ) 2D,158,False,0,0.0,,0.0,182000.0,Hypergolic,9500.0,52700.0,Hypergolic,4000.0,0.0,,0.0,0.0,,0.0,750.0,
425,425,2022-161,15.120000000000001,20221128,40.6,62.8,Soyuz-2-1B Fregat,262,False,4,156640.0,Kerosene,15136.0,90100.0,Kerosene,6545.0,25400.0,Kerosene,2355.0,5350.0,Hypergolic,1000.0,0.0,,0.0,1800.0,
426,426,2022-162,15.120000000000001,20221129,100.3,41.3,Long March (CZ) 2F,108,False,4,157200.0,Hypergolic,12400.0,186750.0,Hypergolic,11000.0,88750.0,Hypergolic,5500.0,0.0,,0.0,0.0,,0.0,6000.0,
427,427,2022-163,21.12,20221130,40.6,62.8,Soyuz-2-1B,239,False,4,156640.0,Kerosene,15136.0,90100.0,Kerosene,6545.0,21640.0,Kerosene,2710.0,0.0,,0.0,0.0,,0.0,1000.0,
428,428,2022-164,1.2,20221207,100.3,41.3,Kuaizhou-11,98654,False,0,0.0,,0.0,76000.0,Solid,7530.0,15075.0,Solid,1490.0,480.0,Solid,520.0,0.0,,0.0,1500.0,Long March (CZ) 6
429,429,2022-165,18.479999999999997,20221208,111.5,37.8,Long March (CZ) 2D,158,False,0,0.0,,0.0,182000.0,Hypergolic,9500.0,52700.0,Hypergolic,4000.0,0.0,,0.0,0.0,,0.0,750.0,
430,430,2022-166,22.560000000000002,20221208,-81.0,28.5,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
431,431,2022-167,6.48,20221209,,,Jielong-3,112783,False,0,0.0,,0.0,66300.0,Solid,8700.0,15000.0,Solid,2000.0,2500.0,Solid,800.0,145.0,Solid,155.0,1000.0,Epsilon-2 CLPS
432,432,2022-168,7.680000000000001,20221211,-81.0,28.5,Falcon 9 v1.2,284,False,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
433,433,2022-169,8.4,20221212,100.3,41.3,Long March (CZ) 4C,247,False,0,0.0,,0.0,183200.0,Hypergolic,9500.0,35550.0,Hypergolic,4000.0,14000.0,Hypergolic,2000.0,0.0,,0.0,1800.0,
434,434,2022-170,20.4,20221213,-52.8,5.2,Ariane 5ECA,204,False,2,480000.0,Solid,31000.0,170000.0,Hydrogen,14700.0,14900.0,Hydrogen,4540.0,0.0,,0.0,0.0,,0.0,2675.0,
435,435,2022-F06,8.4,20221214,100.3,41.3,Zhuque-2,112769,False,0,0.0,,0.0,242200.0,Methane,19700.0,24924.0,Methane,1392.0,0.0,,0.0,0.0,,0.0,971.0,Antares 230
436,436,2022-171,18.479999999999997,20221214,102.0,28.2,Long March (CZ) 2D,158,False,0,0.0,,0.0,182000.0,Hypergolic,9500.0,52700.0,Hypergolic,4000.0,0.0,,0.0,0.0,,0.0,750.0,
437,437,2022-172,6.24,20221216,102.0,28.2,Long March (CZ) 11,5,False,0,0.0,,0.0,35000.0,Solid,4770.0,6237.0,Solid,795.0,3915.0,Solid,403.5,776.1,Solid,152.55,300.0,Minotaur 1
438,438,2022-173,11.76,20221216,-120.6,34.7,Falcon 9 v1.2,284,False,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
439,439,2022-174,22.8,20221216,-81.0,28.5,Falcon 9 v1.2,284,False,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
440,440,2022-175,21.6,20221217,-81.0,28.5,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
441,441,2022-F07,1.68,20221221,-52.8,5.2,Vega C,111991,False,0,0.0,,0.0,141634.0,Solid,13393.0,36239.0,Solid,4238.0,10567.0,Solid,1433.0,740.0,Hypergolic,698.0,860.0,
442,442,2022-176,7.680000000000001,20221227,111.5,37.8,Long March (CZ) 4B,109,False,0,0.0,,0.0,183200.0,Hypergolic,9500.0,35550.0,Hypergolic,4000.0,14000.0,Hypergolic,2000.0,0.0,,0.0,1800.0,
443,443,2022-177,9.6,20221228,-81.0,28.5,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
444,444,2022-178,4.8,20221229,102.0,28.2,Long March (CZ) 3B,64,False,4,164400.0,Hypergolic,14200.0,186200.0,Hypergolic,11200.0,41000.0,Hypergolic,3924.0,18196.5,Hydrogen,2770.0,0.0,,0.0,1500.0,
445,445,2022-179,7.680000000000001,20221230,-120.6,34.7,Falcon 9 v1.2,284,False,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
